date,open,high,low,close,adj_close,volume,ticker,7_close_sma,14_close_sma,21_close_sma,7_close_std,14_close_std,21_close_std,above_7_close_sma_ind,7_close_sma_pct_diff,above_14_close_sma_ind,14_close_sma_pct_diff,above_21_close_sma_ind,21_close_sma_pct_diff,cum_days_above_above_7_close_sma_ind,cum_days_above_above_14_close_sma_ind,cum_days_above_above_21_close_sma_ind,upper_bollinger_band,lower_bollinger_band,bol_pct_from_top,bol_pct_from_bottom,bol_range,bol_range_pct,target_20_days_ahead,target_20_days_ahead_ind
2019-01-02,38.72249984741211,39.712501525878906,38.557498931884766,39.47999954223633,37.84504318237305,148158800,AAPL,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,41.61000061035156,1
2019-01-03,35.994998931884766,36.43000030517578,35.5,35.54750061035156,34.07540512084961,365248800,AAPL,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,41.630001068115234,1
2019-01-04,36.13249969482422,37.13750076293945,35.95000076293945,37.064998626708984,35.53004837036133,234428400,AAPL,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,42.8125,1
2019-01-07,37.17499923706055,37.20750045776367,36.474998474121094,36.98249816894531,35.450965881347656,219111200,AAPL,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,43.54499816894531,1
2019-01-08,37.38999938964844,37.95500183105469,37.130001068115234,37.6875,36.12677764892578,164101200,AAPL,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,43.560001373291016,1
2019-01-09,37.8224983215332,38.63249969482422,37.407501220703125,38.32749938964844,36.740272521972656,180396400,AAPL,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,42.73500061035156,1
2019-01-10,38.125,38.49250030517578,37.71500015258789,38.45000076293945,36.857696533203125,143122800,AAPL,37.6485710144043,,,1.268699196615037,,,1.0,-0.02084342607627787,,,,,1.0,0.0,0.0,,,,,,,42.602500915527344,1
2019-01-11,38.220001220703125,38.42499923706055,37.877498626708984,38.0724983215332,36.4958381652832,108092800,AAPL,37.44749941144671,,,1.0165432677716235,,,1.0,-0.0164160204252477,,,,,2.0,0.0,0.0,,,,,,,42.35749816894531,1
2019-01-14,37.712501525878906,37.817501068115234,37.30500030517578,37.5,35.947044372558594,129756800,AAPL,37.7264278956822,,,0.5842822468523468,,,0.0,0.0060380772181920506,,,,,0.0,0.0,0.0,,,,,,,42.72249984741211,1
2019-01-15,37.567501068115234,38.34749984741211,37.51250076293945,38.26750183105469,36.68275833129883,114843600,AAPL,37.89821406773159,,,0.53182286638415,,,1.0,-0.009650166476856792,,,,,1.0,0.0,0.0,,,,,,,42.54499816894531,1
2019-01-16,38.27000045776367,38.970001220703125,38.25,38.73500061035156,37.130897521972656,122278800,AAPL,38.14857155936105,,,0.43203729826819226,,,1.0,-0.015139513147026884,,,,,2.0,0.0,0.0,,,,,,,42.70000076293945,1
2019-01-17,38.54999923706055,39.415000915527344,38.314998626708984,38.96500015258789,37.35136795043945,119284800,AAPL,38.33107158115932,,,0.47271595097926966,,,1.0,-0.016269179236393927,,,,,3.0,0.0,0.0,,,,,,,42.60499954223633,1
2019-01-18,39.375,39.470001220703125,38.994998931884766,39.20500183105469,37.58142852783203,135004000,AAPL,38.45642907278879,,,0.5765561606120114,,,1.0,-0.01909380750680001,,,,,4.0,0.0,0.0,,,,,,,42.73249816894531,1
2019-01-22,39.102500915527344,39.182498931884766,38.154998779296875,38.32500076293945,36.73788070678711,121576000,AAPL,38.43857192993164,38.04357147216797,,0.5787201356791799,1.0322284684663912,,0.0,0.0029633702473923496,1.0,-0.0073432298804708696,,,0.0,1.0,0.0,,,,,,,43.00749969482422,1
2019-01-23,38.537498474121094,38.78499984741211,37.92499923706055,38.47999954223633,36.8864631652832,92522400,AAPL,38.496786390032085,37.9721429007394,,0.5558006041416113,0.9570450609476929,,0.0,0.000436248648530535,1.0,-0.013197937825843664,,,0.0,2.0,0.0,,,,,,,42.76499938964844,1
2019-01-24,38.52750015258789,38.619998931884766,37.935001373291016,38.17499923706055,36.594085693359375,101766000,AAPL,38.59321485246931,38.159821374075754,,0.38694543010467813,0.6549394428137381,,0.0,0.010955222626507721,1.0,-0.00039758646465293257,,,0.0,3.0,0.0,,,,,,,43.24250030517578,1
2019-01-25,38.869998931884766,39.532501220703125,38.58000183105469,39.439998626708984,37.80670166015625,134142000,AAPL,38.76071439470564,38.32946423121861,,0.46778230455420744,0.657127134583955,,1.0,-0.017223231634276304,1.0,-0.02815756678901904,,,1.0,4.0,0.0,,,,,,,43.557498931884766,1
2019-01-28,38.9474983215332,39.08250045776367,38.415000915527344,39.07500076293945,37.45681381225586,104768400,AAPL,38.80928584507534,38.47892870221819,,0.4820999427399119,0.5576296866767995,,1.0,-0.006800125724274686,1.0,-0.01525456299636474,,,2.0,5.0,0.0,,,,,,,43.58250045776367,1
2019-01-29,39.0625,39.532501220703125,38.52750015258789,38.66999816894531,37.06858825683594,166348800,AAPL,38.76714270455496,38.549107142857146,,0.47910401268863395,0.5101703514902456,,0.0,0.002512142234536441,1.0,-0.0031262227000892207,,,0.0,6.0,0.0,,,,,,,43.717498779296875,1
