above_7_close_sma_ind,above_14_close_sma_ind,above_21_close_sma_ind,cum_days_above_above_7_close_sma_ind,cum_days_above_above_14_close_sma_ind,cum_days_above_above_21_close_sma_ind,14_close_sma_std,14_close_sma_pct_diff_std,14_close_std_std,21_close_sma_std,21_close_sma_pct_diff_std,21_close_std_std,7_close_sma_std,7_close_sma_pct_diff_std,7_close_std_std,bol_pct_from_bottom_std,bol_pct_from_top_std,bol_range_std,bol_range_pct_std,lower_bollinger_band_std,upper_bollinger_band_std,ind_AAPL,ind_XLE,ind_XLF
0.0,0.0,0.0,0.0,0.0,0.0,0.8411034068699764,0.173991610915991,-0.7611326158529643,0.8256105914658507,0.051973193958612274,-0.6479895379970343,0.8216241868503877,0.2625407007568838,-0.20748044185687362,-0.6412069885190225,0.3527777590932245,-0.6479895379970337,-0.5661434312439443,0.9556289503997192,0.6647505526939123,False,True,False
1.0,1.0,1.0,1.0,1.0,1.0,1.6054660362402067,-0.17257626964792833,-0.6721050572930728,1.6405407589129146,-0.048086046813290366,-0.7626130407335335,1.566850614552644,-0.4594494279823669,-0.04391718991493653,-0.6752151746164275,0.5125773781370536,-0.7626130407335338,-0.71454279815843,1.745675439632585,1.4816585546170735,False,False,True
1.0,1.0,1.0,4.0,11.0,11.0,-0.26561273620863535,-1.347285052953827,0.4843084599949495,-0.306582476892638,-1.2081630066271034,0.022156495083326844,-0.17317797096801557,-1.3787997946725687,1.2990592845649163,1.168690980524373,0.9295160581867029,0.02215649508332771,-0.04870804898690699,-0.30474055384370957,-0.2985011977573047,False,False,True
1.0,1.0,1.0,11.0,11.0,8.0,0.32571316182595533,-0.6787076693192539,0.24062885745087412,0.30019405257590226,-0.6027343466266171,-0.19206111536756765,0.43695784570241625,-0.39487595627658995,-0.22947078388935932,0.1973812598740884,0.7128412255784974,-0.19206111536756762,-0.29517463449164616,0.3383695599301156,0.25053751371979915,False,True,False
0.0,0.0,0.0,0.0,0.0,0.0,-0.9302315563803605,0.6103729662191224,0.894938806270454,-1.0194688378944528,0.09163685536491674,0.5633129835729865,-0.8169757161388709,2.089458729135854,2.2552233639779886,0.5219255194444745,-0.7866837622644925,0.5633129835729859,0.6796481183788532,-1.1305319485888814,-0.8688706870086776,False,True,False
0.0,0.0,0.0,0.0,0.0,0.0,-1.0333451689294526,6.955656242375097,5.287523605868491,-0.7051634824466628,7.321926686675263,5.41827309820768,-1.4509838300376459,5.8805950048353255,4.905354090333709,-0.9809929395742601,-6.443112385857945,5.418273098207682,6.397923369762658,-1.6592218170762028,0.2771182678024436,False,False,True
1.0,1.0,1.0,5.0,5.0,10.0,1.008745541209421,-0.4066840253826741,-0.33001113445049646,0.9952817689164017,-0.35368921319823676,-0.5641401934756033,1.0221281057247469,-0.5468868172400796,0.2957894118206691,-0.38699219155971387,0.9104107458658283,-0.5641401934756053,-1.1441770950847536,1.114091819903319,0.8849795491661838,True,False,False
1.0,1.0,1.0,5.0,34.0,34.0,-0.6871773207577442,-0.4453660076314484,-0.7205166732696945,-0.7216981474282561,-0.7573594741147396,-0.19588219987696417,-0.6760009678118295,-0.38538150729269555,-0.6874805674514698,0.9120713648587258,0.37308999192832504,-0.19588219987696484,0.40945467951711484,-0.7463663317350184,-0.6961588560369188,True,False,False
1.0,1.0,1.0,13.0,12.0,10.0,-0.8452747835626452,-1.2115066462303103,1.76889261001709,-0.9362727436021002,-1.334703713363993,1.2189877897400627,-0.6503029149306053,-0.19166664157396707,-0.2865344105697013,2.595992867101229,0.15919150940761068,1.2189877897400636,1.036161496760517,-1.1362083268412837,-0.7048744948089232,False,False,True
1.0,1.0,1.0,16.0,15.0,13.0,-0.43151987295021155,-0.2493409854287562,-0.6415572646098322,-0.49817211869554795,-0.4737731144247623,-0.1887119238489291,-0.38484053577120764,0.010704867553641854,-0.9837986710094789,0.304269701175565,0.3863052688672653,-0.1887119238489276,-0.12555007931354412,-0.4550579870105639,-0.5253878897219992,False,False,True
